	User	Date Created	Number of Likes	Source of Tweet	Tweet	Location
12110	briticoyemo	2022-03-21 18:39:00+00:00	24	Twitter Web App	"Those of you who were in our #moveback space should tune in to this #horriblebosses one. 

Sheds light on work culture in Nigeria, we touched on it briefly but this is much more in depth.

And no, your passport/accent won't save you!"	Lagos/ London
12111	mr_oyakhilome	2022-03-21 18:39:00+00:00	0	Twitter for Android	"This woman dey para 🤣

#HorribleBosses

https://t.co/r7nHKcoXNy"	Azgeda 
12112	lreneee_	2022-03-21 18:38:51+00:00	1	Twitter for iPhone	Love herrrr #HorribleBosses	
12113	witoflife14	2022-03-21 18:38:49+00:00	0	Twitter for iPhone	Call their name, don’t be shy 😩 #HorribleBosses	
12114	marcalainb	2022-03-21 18:38:48+00:00	1	Twitter for iPhone	So tempted to share #HorribleBosses https://t.co/KKFNJToSZL	Port-au-Prince, Haïti
12115	Oladayo_Adenubi	2022-03-21 18:38:47+00:00	0	Twitter for iPhone	This girl dey para o😂😂 #HorribleBosses https://t.co/LFHWO2st7U	Remote
12116	jaynewhyte	2022-03-21 18:38:42+00:00	0	Twitter for Android	"Organisations with no structure don't want to be held responsible for their staff. #HorribleBosses

https://t.co/ELj6RkuhrY"	Abuja, Nigeria
12117	AderonkeOduko	2022-03-21 18:38:41+00:00	0	Twitter for iPhone	Bruhh I can hear the pain in her voice 😭 #HorribleBosses	🇳🇬
12118	AnitaGladiolus	2022-03-21 18:38:39+00:00	0	Twitter for Android	Damn #HorribleBosses	Somewhere over the rainbow.
12119	ess_ther	2022-03-21 18:38:36+00:00	0	Twitter for iPhone	Nah, this babe is pissssed! #HorribleBosses	The Right Hand of God
12120	zee__coco	2022-03-21 18:38:32+00:00	1	Twitter for iPhone	They know there’s job scarcity in the country, so they treat employees however they like 💔#HorribleBosses	No idea
12121	witoflife14	2022-03-21 18:38:32+00:00	0	Twitter for iPhone	Girl we feel you!!! dey are mad!!  #HorribleBosses	
12122	ife_treaty__	2022-03-21 18:38:23+00:00	0	Twitter for iPhone	Nah she pissed pissed 😩 #HorribleBosses	Abuja, Nigeria
12123	babybonne_	2022-03-21 18:38:16+00:00	0	Twitter for iPhone	"I can feel this babes pain Kai
#horriblebosses"	 Where the money at
12124	namills_	2022-03-21 18:38:02+00:00	0	Twitter for iPhone	Man she’s so pissed I understand #HorribleBosses	Accra, Ghana
12125	theresa_234	2022-03-21 18:37:50+00:00	0	Twitter for iPhone	Wahalurrr #HorribleBosses	
12126	olayanjuidris	2022-03-21 18:37:49+00:00	2	Twitter Web App	#HorribleBosses  omo i dey feel for this babe ooo 😭😭😭, werey company plenty oo	Lagos, Nigeria
12127	Monikegz	2022-03-21 18:37:46+00:00	0	Twitter for iPhone	Gosh this is so sad and we want Nigeria to be better ?? It starts with the way we treat each other. #horriblebosses	All around you. 
12128	funmibucknor	2022-03-21 18:37:44+00:00	1	Twitter for Android	Someone resigned and oga said HR should reject the resignation letter and give them a termination letter instead. #HorribleBosses	Lagos, Nigeria
12129	Dera__C	2022-03-21 18:37:35+00:00	1	Twitter for iPhone	This babe has been through it. #HorribleBosses	Manchester, England
12130	CuteNaija	2022-03-21 18:37:34+00:00	0	Twitter for Android	"This #HorribleBosses trend is wild 

Well sha, I'm the nicest boss anybody can ask for 😊

God should please continue to bless  and grow my business so I can do even better 

https://t.co/4fAyR5xg1u"	
12131	witoflife14	2022-03-21 18:37:24+00:00	0	Twitter for iPhone	wahala😂😂💀 #HorribleBosses	
12132	oluvercetti	2022-03-21 18:37:23+00:00	3	Twitter for iPhone	She’s pissed AF #HorribleBosses	Lagos, Nigeria
12133	IyinoluwaKA	2022-03-21 18:37:22+00:00	0	Twitter for iPhone	I can feel this babe’s hurt mehn. You leave toxic workplaces but the horrible experiences never leave you #HorribleBosses https://t.co/Zouylxu7Bs	Above principalities & powers
12134	datuois	2022-03-21 18:37:20+00:00	1	Twitter for iPhone	people are frustrated oh! people in spaces of leadership in workplaces really need to do better. #HorribleBosses https://t.co/82YkDRUhzL	Los Angeles, CA
12135	CupofCoffee_xo	2022-03-21 18:37:19+00:00	0	Twitter for iPhone	Name the company #HorribleBosses	Remote
12136	AkoladeOlusola	2022-03-21 18:37:09+00:00	0	Twitter for Android	"Things are happening. Sad. Really sad. I don't need to share my experience.

#HorribleBosses

https://t.co/ERGniFG9do"	Lagos 🇳🇬
12137	Oreakkin	2022-03-21 18:37:08+00:00	1	Twitter for iPhone	- we need names o #HorribleBosses	Out of Nigeria
12138	Pureblisss_	2022-03-21 18:37:07+00:00	1	Twitter for Android	Bruh the pain in her voice #horriblebosses	Lagos
12139	usecodenaija	2022-03-21 18:36:59+00:00	1	Twitter for iPhone	Nigerian devs are going thru stuff sha 😬 #HorribleBosses	0.0.0.0
12140	Scilla__X	2022-03-21 18:36:52+00:00	3	Twitter for iPhone	The pain in this lady’s voice … damn ! #horriblebosses	Namjoon’s laps
12141	real_slimshaady	2022-03-21 18:36:52+00:00	1	Twitter for iPhone	"Omo this babe dey para, as she should !!!😩
 #HorribleBosses"	in your area
12142	chuqu_amaka	2022-03-21 18:36:52+00:00	0	Twitter for iPhone	"I know this babe is upset but I feel like I would understand her anger better If I understood these tech terms. 😬

 #HorribleBosses https://t.co/kHz0EhgVwo"	Nomad
12143	Bel_Jonz	2022-03-21 18:36:48+00:00	1	Twitter for Android	https://t.co/5kD80Lf1Yh. And i thought i saw shit.. #horriblebosses	Your Heart 
12144	HarvardsTweets	2022-03-21 18:36:48+00:00	3	Twitter for Android	"People should be mentioning company names because what's the purpose of ranting and not saving other people #HorribleBosses

https://t.co/qqPEJqQwX1"	Lagos, Nigeria
12145	CupofCoffee_xo	2022-03-21 18:36:43+00:00	2	Twitter for iPhone	Please name namesssss. How do people steer clear? #HorribleBosses	Remote
12146	EkweozorAustin	2022-03-21 18:36:41+00:00	0	Twitter for iPhone	#HorribleBosses https://t.co/SJb1dqprrR	
12147	OdumosuJuliet	2022-03-21 18:36:37+00:00	0	Twitter for iPhone	"Paraaaaaaaa

#horriblebosses"	Lagos, Nigeria
12148	elapostroph	2022-03-21 18:36:29+00:00	2	Twitter for Android	Chai this babe is pained. Pele babygirl #Horriblebosses	
12149	Ellisice	2022-03-21 18:36:21+00:00	0	Twitter for Android	"Hearing real horrible stories here. Damn! 🤦🏿‍♂️#HorribleBosses

https://t.co/bpvNg76vM1"	A world of my own
12150	MissWinz	2022-03-21 18:36:20+00:00	2	Twitter for iPhone	Yeah I can’t imagine trying to climb the career ladder in Nigeria 💔 #HorribleBosses	London, England
12151	bisialimi	2022-03-21 18:36:14+00:00	21	Twitter for iPhone	These stories are really heartbreaking, we need to have a better conversation about healthy workplace and work culture in Nigeria #HorribleBosses https://t.co/Dh141imEHS	London, England
12152	nneh_o	2022-03-21 18:36:10+00:00	4	Twitter for iPhone	"I feel this babe’s pain….she’s angry 

 #HorribleBosses https://t.co/rtMAFNxcWD"	England, United Kingdom
12153	CupofCoffee_xo	2022-03-21 18:36:07+00:00	0	Twitter for iPhone	This babe is pissed pissed #HorribleBosses	Remote
12154	itstobiaf	2022-03-21 18:36:04+00:00	13	Twitter for iPhone	This babe is venting, and I love it for her.  #HorribleBosses	
12155	CO_Chiamaka	2022-03-21 18:35:59+00:00	0	Twitter for iPhone	This babe is Gen Z. Love it  #HorribleBosses https://t.co/4PAuiwNyYz	Sleeping
12156	_jaiid	2022-03-21 18:35:59+00:00	1	Twitter for iPhone	This babe is so pained Omo  #HorribleBosses	Budapest
12157	AlausaIssaSanni	2022-03-21 18:35:56+00:00	1	Twitter for Android	"These stories. 😢 #HorribleBosses

https://t.co/nZRQRDUDS5"	City Under The Sea
12158	AnitaGladiolus	2022-03-21 18:35:52+00:00	0	Twitter for Android	"Name the company please #HorribleBosses

https://t.co/YewI9Hhjzq"	Somewhere over the rainbow.
12159	ColouredCowrie	2022-03-21 18:35:50+00:00	0	Twitter for Android	"This is interesting. Stories yapa! 😂 #HorribleBosses

https://t.co/LZZLNNgD3G"	Lagos, Nigeria
12160	Fidelsoji	2022-03-21 18:35:49+00:00	0	Twitter for iPhone	This girl is really hurt 😞#HorribleBosses https://t.co/bhKlTxb53o	United Kingdom
12161	FERANNNMI	2022-03-21 18:35:40+00:00	0	Twitter for Android	"#HorribleBosses

https://t.co/1zODyaC0nb"	
12162	NOJ33B	2022-03-21 18:35:39+00:00	0	Twitter for iPhone	No company gives notice if they want to fire you, you only get a notice if you are on contract and your contrcat is about to end #HorribleBosses https://t.co/RaKzjyhKO2	
12163	gleam_naturalle	2022-03-21 18:35:33+00:00	0	Twitter for iPhone	#HorribleBosses https://t.co/gNjnEd1eC3	
12164	thenessaszn	2022-03-21 18:35:32+00:00	0	Twitter for Android	Broooo, wanted to talk about this guy but the stories people are giving here, it's like my case was small fry o😭 #Horriblebosses	Insideeeee
12165	Dera__C	2022-03-21 18:35:30+00:00	0	Twitter for iPhone	A word! Lmao. #HorribleBosses	Manchester, England
12166	Udoka_E	2022-03-21 18:35:24+00:00	94	Twitter for iPhone	We think the problem is our politicians alone. Tbh we have a big cultural problem when it comes to misusing authority/bullying. #HorribleBosses https://t.co/pUdjXMq1pI	The View from Halfway down
12167	thepreco9dayz	2022-03-21 18:35:24+00:00	1	Twitter for iPhone	Omo  #HorribleBosses https://t.co/ya74G3lWIo	Hidden 
12168	atidaminiola	2022-03-21 18:35:22+00:00	0	Twitter for Android	"I have stories to tell *lipsealed*
#HorribleBosses

https://t.co/pbUmIUlXEA"	planet x
12169	_Dee_jat	2022-03-21 18:35:01+00:00	2	Twitter for iPhone	Omo this babe really doesn’t understand what employment is like #horriblebosses	Somewhere in the metaverse 
12170	Audri_Blue	2022-03-21 18:34:54+00:00	1	Twitter for iPhone	Omo this babe has been through it and she’s going for the jugular and I love it 😍 #horriblebosses	In Your Head
12171	tobilisic	2022-03-21 18:34:53+00:00	1	Twitter Web App	Again, people can be great parents or partners to you but be horrible CEOs, team leads, and managers to people who work for them. #HorribleBosses	Accra, Ghana
12172	jenn_ify	2022-03-21 18:34:17+00:00	0	Twitter for iPhone	"When my babe said , “they fired her “ 
Me:  

#horriblebosses https://t.co/HRIby3Tv9G"	Abroad 
12173	wayzigway	2022-03-21 18:33:48+00:00	0	Twitter for iPhone	A conversation&gt;&gt; #HorribleBosses https://t.co/tSVx6ILZiS	Dublin City, Ireland
12174	dikayodata	2022-03-21 18:33:39+00:00	2	Twitter for iPhone	I love how many people are in this space. As someone who has dealt with toxic bosses throughout my whole career (but thankfully not at this point), that feels vindicating. #HorribleBosses https://t.co/8POxb1ZsTZ #workplacesafety #workplacewellness	⚜️🛫⛩
12175	phemmy_sola	2022-03-21 18:33:37+00:00	1	Twitter for iPhone	stealing ideas really is just bottom barrel behaviour #HorribleBosses https://t.co/tq0rBb0T8K	
12176	Enah000	2022-03-21 18:33:34+00:00	8	Twitter for Android	@Sisi_Yemmie Horrible bosses are horrible people #horriblebosses	
12177	_jaiid	2022-03-21 18:33:09+00:00	8	Twitter for iPhone	If I was having the time of my life on a Friday night, I wouldn’t pick any dirty phone call #HorribleBosses	Budapest
12178	U_estelle	2022-03-21 18:32:51+00:00	14	Twitter for Android	"Leave my house by 4am. My late dad better be waiting for me at that office. 
#horriblebosses"	Lagos, Nigeria
12179	tianaStarrrr	2022-03-21 18:31:55+00:00	1380	Twitter for iPhone	Do not take your bosses calls on a weekend and after your work hours are over. Read that again! #Horriblebosses	🏳️‍🌈
12180	_Shishaa	2022-03-21 18:31:46+00:00	0	Twitter for iPhone	My time to shine  #HorribleBosses https://t.co/NmMXkZvyU8	La chambre de Marvin (she/her)
12181	AnuSegilola	2022-03-21 18:31:45+00:00	3	Twitter for iPhone	I just can’t stand bosses that don’t care about their staff welfare #HorribleBosses	Lagos, Nigeria
12182	real_slimshaady	2022-03-21 18:31:42+00:00	1	Twitter for iPhone	"God forbid!!, why are people like this ??
 #HorribleBosses"	in your area
12183	_mynameblue	2022-03-21 18:31:11+00:00	6	Twitter for iPhone	"I can feel the pain in this babe’s voice.
Sorry dear 🥺
#HorribleBosses"	
12184	SaintDoyin	2022-03-21 18:31:10+00:00	9	Twitter for Android	Make I dey down magic moments make you kan call me by 11pm 😅💀 Omo on Saturday oo #HorribleBosses	
12185	Adeoluwajoju_	2022-03-21 18:31:04+00:00	1	Twitter for iPhone	Omooo even bosses that micromanage don’t know that’s what they are doing. It’s irritating. Cause I’m like why did you now hire me?  #HorribleBosses https://t.co/iOrfpjIaWX	Earth. Apparently!
12186	theBlacklotus26	2022-03-21 18:30:56+00:00	1	Twitter for iPhone	E be things oooo #horriblebosses	Hogwarts
12187	bsensen	2022-03-21 18:30:48+00:00	0	Twitter for Android	"ToxicOrganisations will be a more apt topic for this session. Toxic bosses florish in enabling environments. Management silence means support for the toxic leads
  #HorribleBosses

https://t.co/HNMwak2D6F"	Nigeria
12188	glamorsoul	2022-03-21 18:30:34+00:00	0	Twitter for Android	Person don dey on 3 cocktails, you dey yarn work #HorribleBosses	Bristol, England
12189	Scilla__X	2022-03-21 18:30:29+00:00	0	Twitter for iPhone	Omo !  #HorribleBosses https://t.co/K2cDfiU2pA	Namjoon’s laps
12190	IFHIL	2022-03-21 18:30:11+00:00	0	Twitter for iPhone	#HorribleBosses https://t.co/R924ZbCeyk	Florida, USA
12191	AnuSegilola	2022-03-21 18:30:03+00:00	0	Twitter for iPhone	If I start talking…wooo 😅 #HorribleBosses	Lagos, Nigeria
12192	Udoka_E	2022-03-21 18:29:56+00:00	0	Twitter for iPhone	Omo #HorribleBosses https://t.co/pUdjXMq1pI	The View from Halfway down
12193	thatfunke	2022-03-21 18:29:55+00:00	201	Twitter for iPhone	Listen, when HR is acting up or delaying on you during the hiring process that’s usually the first red flag. Always a good idea to talk to current or former employees when this happens. HR personnel are often one of the biggest sources of toxicity in the workplace #horriblebosses	Accra, Ghana
12194	phumeza_shh	2022-03-21 18:29:31+00:00	4	Twitter for iPhone	"Shhhuuuu @surviving_anna truly preaching! Love love LOOOVVVEEE what you shared. The interview / probation period is a two-way street, find out about the culture and support structures, ways of working 

#workplace 📌 #HorribleBosses https://t.co/SAF5q7dUUG thank you @zegbua 🙌🏾💫"	Johannesburg, South Africa
12195	Aqsamad2	2022-03-21 18:29:29+00:00	0	Twitter for iPhone	I can’t believe Coca-Cola is paying workers 450 naira #horriblebosses	
12196	zee__coco	2022-03-21 18:29:19+00:00	5	Twitter for iPhone	"@Sisi_Yemmie I feel if you’re horrible you’re just horrible period 🙅🏻‍♀️ whether at work or off-work you’re just a horrible person 
Just because you have an upper hand shouldn’t mean you should frustrate people under you! #horriblebosses"	No idea
12197	_mirabelleI	2022-03-21 18:27:52+00:00	59	Twitter for iPhone	If you don’t have a death wish or want extended PTSD , stay away from startups with no direction and no establishment in their home space yet they are always seeking to expand. They have zero direction, just vibes and employee abuse #HorribleBosses	Washington, USA
12198	oluchi_bn	2022-03-21 18:27:00+00:00	0	Twitter for Android	I wonder if @TechCabal is in this #HorribleBosses space. More stories for their planned series.	Lagos, Nigeria
12199	kokobleau	2022-03-21 18:26:15+00:00	1	Twitter for iPhone	Let the Guinness person talk, please #HorribleBosses	In your head, rent free😊
12200	CupofCoffee_xo	2022-03-21 18:26:10+00:00	0	Twitter for iPhone	Ghana kwa? As has how? #horriblebosses	Remote
12201	SiredOne	2022-03-21 18:26:09+00:00	876	Twitter for Android	"""A horrible boss doesn't necessarily mean a horrible person. They just don't know how to manage people."" I liked that. #HorribleBosses"	
12202	Sisi_Yemmie	2022-03-21 18:25:58+00:00	15	Twitter for iPhone	Some people are #HorribleBosses but not necessarily Horrible People.	LAGOS!
12203	TheUwaniAliyu	2022-03-21 18:25:51+00:00	37	Twitter for iPhone	Yup. A lot of people don’t get it when someone they personally know is said to be a bad boss. People can be great to you and horrible in another aspect of their lives. Don’t cape for anyone. #HorribleBosses	Toronto, Ontario
12204	mr_oyakhilome	2022-03-21 18:25:25+00:00	6	Twitter for Android	"My ear dun full! Guy! 😩

#HorribleBosses

https://t.co/r7nHKcoXNy"	Azgeda 
12205	_manlikeola	2022-03-21 18:25:18+00:00	2	Twitter for iPhone	I thought Lebanese and Chinese company are the worst but Coca Cola really surprised me #Horriblebosses	He/Him 🏳️‍🌈
12206	rebecca_bassey_	2022-03-21 18:25:01+00:00	1	Twitter for iPhone	"I relate to @surviving_anna story so bad. You can have a great, but horrible boss. A great person, but an horrible boss. 
#HorribleBosses"	Lagos, Nigeria
12207	OrangeJuiceZM	2022-03-21 18:24:50+00:00	0	Twitter for Android	"Lol ya neh 

#HorribleBosses

https://t.co/AtQe7LPPUZ"	South Africa
12208	thatfunke	2022-03-21 18:24:48+00:00	27	Twitter for iPhone	If anyone will be working on the exposé on the nigerian bottling company, I would like to volunteer in some way #horriblebosses	Accra, Ghana
12209	odmls	2022-03-21 18:24:23+00:00	2	Twitter for iPhone	Can you be a horrible boss yet a good person? #HorribleBosses	The road after conclusions. 
12210	savageOmotayo	2022-03-21 18:24:16+00:00	0	Twitter for iPhone	"I am still in shock, 12 hours a day for N220??? 
#horriblebosses"	
12211	_udoh__	2022-03-21 18:24:02+00:00	536	Twitter for Android	Poverty gives rise to exploitation. I'm still in shock at the 450 naira paid to workers by Coca-Cola. If that money is added up for a month, it wouldn't be up to the previous minimum wage (19,800). I feel the government needs to step in at this point. TF #HorribleBosses	on your bed
